project_name_en,ejari_property_sub_type_en,average_prices_per_development
Azizi Riviera 29,3 bed rooms+hall,106000.0
Azizi Riviera 29,Shop,75555.55555555556
Azizi Riviera 29,Studio,44421.21621621621
Azizi Riviera 30,1bed room+Hall,71878.11111111111
Azizi Riviera 30,Shop,167649.66666666666
Azizi Riviera 30,Studio,46680.0
Azizi Riviera 31,1bed room+Hall,68781.25
Azizi Riviera 31,2 bed rooms+hall,105000.0
Azizi Riviera 31,3 bed rooms+hall,128333.33333333333
Azizi Riviera 31,Shop,120000.0
Azizi Riviera 31,Studio,45406.95
Azizi Riviera 32,1bed room+Hall,70853.0
Azizi Riviera 32,3 bed rooms+hall,126500.0
Azizi Riviera 32,Shop,61500.0
Azizi Riviera 32,Studio,42460.38888888889
Azizi Riviera 33,1bed room+Hall,70363.625
Azizi Riviera 33,2 bed rooms+hall,101250.0
Azizi Riviera 33,3 bed rooms+hall,121666.66666666667
Azizi Riviera 33,Restaurant,167035.0
Azizi Riviera 33,Shop,122000.0
Azizi Riviera 33,Studio,43895.38775510204
Azizi Riviera 35,1bed room+Hall,71465.5172413793
Azizi Riviera 35,2 bed rooms+hall,93750.0
Azizi Riviera 35,3 bed rooms+hall,126666.66666666667
Azizi Riviera 35,Shop,181331.66666666666
Azizi Riviera 35,Studio,45622.58823529412
Azizi Riviera 36,1bed room+Hall,67000.0
Azizi Riviera 36,3 bed rooms+hall,125000.0
Azizi Riviera 36,Shop,201250.0
Azizi Riviera 36,Studio,43940.0
Azizi Riviera 37,1bed room+Hall,67579.81818181818
Azizi Riviera 37,2 bed rooms+hall,90000.0
Azizi Riviera 37,3 bed rooms+hall,135000.0
Azizi Riviera 37,Studio,45656.25
Azizi Riviera 38,1bed room+Hall,65770.875
Azizi Riviera 38,2 bed rooms+hall,96250.0
Azizi Riviera 38,Studio,41600.0
Azizi Riviera 39,1bed room+Hall,70916.66666666667
Azizi Riviera 39,2 bed rooms+hall,100000.0
Azizi Riviera 39,Studio,43333.333333333336
Azizi Riviera 4,1bed room+Hall,65882.75862068965
Azizi Riviera 4,2 bed rooms+hall,92333.33333333333
Azizi Riviera 4,3 bed rooms+hall,126706.88888888889
Azizi Riviera 4,Shop,114133.93333333333
Azizi Riviera 4,Studio,45662.60583941606
Azizi Riviera 40,1bed room+Hall,68000.0
Azizi Riviera 41,1bed room+Hall,68250.0
Azizi Riviera 41,Shop,180000.0
Azizi Riviera 41,Studio,41923.07692307692
Azizi Riviera 42,1bed room+Hall,69250.0
Azizi Riviera 42,Studio,44647.05882352941
Azizi Riviera 43,1bed room+Hall,72166.66666666667
Azizi Riviera 43,2 bed rooms+hall,90666.66666666667
Azizi Riviera 43,Shop,135000.0
Azizi Riviera 43,Studio,44977.17647058824
Azizi Riviera 44,1bed room+Hall,70422.0
Azizi Riviera 44,2 bed rooms+hall,105000.0
Azizi Riviera 44,3 bed rooms+hall,130000.0
Azizi Riviera 44,Shop,170000.0
Azizi Riviera 44,Studio,43684.21052631579
Azizi Riviera 45,1bed room+Hall,69126.85714285714
Azizi Riviera 45,2 bed rooms+hall,96000.0
Azizi Riviera 45,3 bed rooms+hall,127500.0
Azizi Riviera 45,Studio,46895.72727272727
Azizi Riviera 46,1bed room+Hall,62500.0
Azizi Riviera 46,2 bed rooms+hall,75000.0
Azizi Riviera 46,Shop,220000.0
Azizi Riviera 46,Studio,41516.0
Azizi Riviera 47,1bed room+Hall,61115.333333333336
Azizi Riviera 47,2 bed rooms+hall,80000.0
Azizi Riviera 47,Studio,40555.555555555555
Azizi Riviera 48,1bed room+Hall,70000.0
Azizi Riviera 48,Studio,42014.57142857143
Azizi Riviera 5,1bed room+Hall,76811.32075471699
Azizi Riviera 5,Shop,219941.83333333334
Azizi Riviera 5,Studio,46931.843373493975
Azizi Riviera 6,1bed room+Hall,75638.88888888889
Azizi Riviera 6,2 bed rooms+hall,117333.33333333333
Azizi Riviera 6,Shop,132500.0
Azizi Riviera 6,Studio,45793.84
Azizi Riviera 7,1bed room+Hall,71517.03448275862
Azizi Riviera 7,2 bed rooms+hall,109000.0
Azizi Riviera 7,Shop,131578.14285714287
Azizi Riviera 7,Studio,44684.523255813954
Azizi Riviera 8,1bed room+Hall,67717.74193548386
Azizi Riviera 8,3 bed rooms+hall,128375.0
Azizi Riviera 8,Shop,120666.66666666667
Azizi Riviera 8,Studio,44578.78787878788
Azizi Riviera 9,1bed room+Hall,67868.78571428571
Azizi Riviera 9,2 bed rooms+hall,91250.0
Azizi Riviera 9,3 bed rooms+hall,129000.0
Azizi Riviera 9,Shop,140000.0
Azizi Riviera 9,Studio,42855.16216216216
Azizi Samia Residence,1bed room+Hall,47353.6947368421
Azizi Samia Residence,2 bed rooms+hall,71669.63636363637
Azizi Samia Residence,Shop,85722.88235294117
Azizi Samia Residence,Studio,31499.315625
Azizi Shaista Residence,1bed room+Hall,52703.74054054054
Azizi Shaista Residence,2 bed rooms+hall,78875.0
Azizi Shaista Residence,Shop,81299.77777777778
Azizi Shaista Residence,Studio,34460.97872340425
Azizi Star Hotel Apartments,1bed room+Hall,55112.307692307695
Azizi Star Hotel Apartments,2 bed rooms+hall,68245.16326530612
Azizi Star Hotel Apartments,Hotel,46037.06896551724
Azizi Star Hotel Apartments,Shop,155630.59259259258
Azizi Star Hotel Apartments,Studio,34701.0310880829
Azizi. Iris,1bed room+Hall,57749.72972972973
Azizi. Iris,2 bed rooms+hall,76344.96456692913
Azizi. Iris,3 bed rooms+hall,104350.0
Azizi. Liatris,1bed room+Hall,59401.29496402878
Azizi. Liatris,2 bed rooms+hall,78188.44141689374
Azizi. Liatris,3 bed rooms+hall,100933.02777777778
B2B TOWER,Office,54031.20138888889
B2B TOWER,Shop,1774463.4545454546
BADRA PHASE 1,1bed room+Hall,38770.40359281437
BADRA PHASE 1,2 bed rooms+hall,50806.61344537815
BADRA PHASE 1,3 bed rooms+hall,66090.14285714286
BADRA PHASE 1,Studio,28400.964601769912
BAHWAN RESIDENCE,1bed room+Hall,54863.63636363636
BAHWAN RESIDENCE,2 bed rooms+hall,77724.76543209876
BAHWAN RESIDENCE,3 bed rooms+hall,101392.21052631579
BAHWAN RESIDENCE,Shop,91000.0
BAHWAN TOWER,1bed room+Hall,81471.56043956045
BAHWAN TOWER,2 bed rooms+hall,154313.63983050847
BAHWAN TOWER,3 bed rooms+hall,151953.2380952381
BAHWAN TOWER,Shop,468883.1666666667
BALQIS RESIDENCE,2 bed rooms+hall,153244.78048780488
BALQIS RESIDENCE,3 bed rooms+hall,195001.0593607306
BALQIS RESIDENCE,4 bed rooms+hall,296492.6666666667
BALQIS RESIDENCE,5 bed rooms+hall,598145.0434782609
BALQIS RESIDENCE,6 bed rooms+hall,3500000.0
BALQIS RESIDENCE,Shop,506212.125
BANYAN TREE RESIDENCES HILLSIDE DUBAI,1bed room+Hall,112305.61648745519
BANYAN TREE RESIDENCES HILLSIDE DUBAI,2 bed rooms+hall,173608.94285714286
BANYAN TREE RESIDENCES HILLSIDE DUBAI,3 bed rooms+hall,245123.93220338982
BANYAN TREE RESIDENCES HILLSIDE DUBAI,4 bed rooms+hall,352110.6666666667
BANYAN TREE RESIDENCES HILLSIDE DUBAI,Restaurant,525000.0
BAY CENTRAL WEST & CENTRAL TOWERS,1bed room+Hall,81571.7635605007
BAY CENTRAL WEST & CENTRAL TOWERS,2 bed rooms+hall,112102.01746724891
BAY CENTRAL WEST & CENTRAL TOWERS,3 bed rooms+hall,142867.67521367522
BAY CENTRAL WEST & CENTRAL TOWERS,4 bed rooms+hall,327687.27777777775
BAY CENTRAL WEST & CENTRAL TOWERS,5 bed rooms+hall,311367.2962962963
BAY CENTRAL WEST & CENTRAL TOWERS,Penthouse,295278.5
BAY CENTRAL WEST & CENTRAL TOWERS,Shop,449600.74074074073
BAY CENTRAL WEST & CENTRAL TOWERS,Studio,59998.76402321083
BAY SQUARE,1bed room+Hall,98799.87772925764
BAY SQUARE,Office,549812.6943053817
BAY SQUARE,Restaurant,197444.0
BAY SQUARE,Shop,343044.8893360161
BAY SQUARE,Studio,85240.34095634095
BAY'S EDGE,1bed room+Hall,78577.86811023622
BAY'S EDGE,2 bed rooms+hall,109777.55607476635
BAY'S EDGE,3 bed rooms+hall,146098.88888888888
BAY'S EDGE,Hotel,71255.81395348837
BAY'S EDGE,Shop,173419.38888888888
BAY'S EDGE,Studio,53548.91761363636
BAYSIDE RESIDENCE,1bed room+Hall,83826.63917525773
BAYSIDE RESIDENCE,2 bed rooms+hall,130486.64141414141
BAYSIDE RESIDENCE,3 bed rooms+hall,179160.28977272726
BAYSIDE RESIDENCE,Duplex,134889.0
BAYSIDE RESIDENCE,Office,177500.0
BAYSIDE RESIDENCE,Shop,618858.6666666666
BAYSWATER,Office,91376.53983228511
BAYSWATER,Restaurant,127568.5
BAYSWATER,Shop,141236.48571428572
BD BOULEVARD PLAZA,Office,571209.9134328358
BD BOULEVARD PLAZA,Shop,517897.3333333333
BEACH ISLE,1bed room+Hall,154360.23913043478
BEACH ISLE,2 bed rooms+hall,261240.48076923078
BEACH ISLE,3 bed rooms+hall,442272.7272727273
BEACH ISLE,6 bed rooms+hall,3025000.0
BEACH ISLE,Shop,257937.0
BEACH VISTA,1bed room+Hall,150545.7983870968
BEACH VISTA,2 bed rooms+hall,254392.3652173913
BEACH VISTA,3 bed rooms+hall,419589.52459016396
BEACH VISTA,4 bed rooms+hall,850000.0
BEACH VISTA,Shop,104230.0
BELGRAVIA,1bed room+Hall,72524.63190184049
BELGRAVIA,2 bed rooms+hall,103338.33108108108
BELGRAVIA,3 bed rooms+hall,121267.79545454546
BELGRAVIA HEIGHTS I,1bed room+Hall,81373.00699300699
BELGRAVIA HEIGHTS I,2 bed rooms+hall,124710.43076923076
BELGRAVIA HEIGHTS I,Shop,225250.0
BELGRAVIA HEIGHTS I,Studio,54864.45
BELGRAVIA III,1bed room+Hall,76956.4953271028
BELGRAVIA III,2 bed rooms+hall,127887.3982300885
BELGRAVIA III,Studio,53957.457627118645
BELGRAVIA SQUARE,1bed room+Hall,94245.525
BELGRAVIA SQUARE,2 bed rooms+hall,145500.0
BELGRAVIA SQUARE,Studio,64585.71428571428
BELLA ROSE,1bed room+Hall,45549.00591715976
BELLA ROSE,2 bed rooms+hall,68950.59574468085
BELLA ROSE,Shop,123949.47368421052
BELLA ROSE,Studio,31735.4549689441
BELLEVUE TOWERS,1bed room+Hall,96181.84444444445
BELLEVUE TOWERS,2 bed rooms+hall,140926.91338582677
BELLEVUE TOWERS,3 bed rooms+hall,263166.6666666667
BELLEVUE TOWERS,Shop,258296.8
BERMUDA VIEWS,1bed room+Hall,49185.753246753244
BERMUDA VIEWS,2 bed rooms+hall,65364.93461538461
BERMUDA VIEWS,Studio,37797.78021978022
BINGHATTI APARTMENTS,1bed room+Hall,43757.2311827957
BINGHATTI APARTMENTS,2 bed rooms+hall,67152.82481751825
BINGHATTI APARTMENTS,3 bed rooms+hall,89135.41666666667
BINGHATTI APARTMENTS,Shop,139894.76923076922
BINGHATTI APARTMENTS,Studio,32823.23809523809
BINGHATTI STARS,1bed room+Hall,43675.11914893617
BINGHATTI STARS,2 bed rooms+hall,64823.48717948718
BINGHATTI STARS,Shop,201487.1
BINGHATTI STARS,Studio,30652.15960912052
BINGHATTI VIEWS,1bed room+Hall,45389.17098445596
BINGHATTI VIEWS,2 bed rooms+hall,70934.25862068965
BINGHATTI VIEWS,3 bed rooms+hall,83506.76
BINGHATTI VIEWS,Duplex,93333.33333333333
BINGHATTI VIEWS,Shop,84227.28571428571
BINGHATTI VIEWS,Studio,31955.86699507389
BLOOM HEIGHTS,1bed room+Hall,71355.72577696526
BLOOM HEIGHTS,2 bed rooms+hall,84276.616
BLOOM HEIGHTS,3 bed rooms+hall,115292.96666666666
BLOOM HEIGHTS,Hat Saloon,80905.0
BLOOM HEIGHTS,Pharmacy,45000.0
BLOOM HEIGHTS,Restaurant,127702.0
BLOOM HEIGHTS,Shop,174150.0
BLOOM HEIGHTS,Studio,37920.245070422534
BLOOMINGDALE,4 bed rooms+hall,169931.37423312882
BLOOMINGDALE,5 bed rooms+hall,198146.584
BLUE WAVE,1bed room+Hall,50458.62132352941
BLUE WAVE,2 bed rooms+hall,68848.42105263157
BLUE WAVE,Office,287901.9166666667
BLUE WAVE,Shop,1053338.0
BLUE WAVE,Studio,39645.98028169014
BLVD CRESCENT,1bed room+Hall,96456.60449438202
BLVD CRESCENT,2 bed rooms+hall,136122.10594315245
BLVD CRESCENT,3 bed rooms+hall,187718.3962962963
BLVD CRESCENT,Shop,371511.85714285716
BLVD HEIGHTS,1bed room+Hall,103291.36241610738
BLVD HEIGHTS,2 bed rooms+hall,159456.03492063493
BLVD HEIGHTS,3 bed rooms+hall,249115.02824858757
BLVD HEIGHTS,4 bed rooms+hall,491428.5714285714
BLVD HEIGHTS,Coffe shop,633012.0
BLVD HEIGHTS,Restaurant,635882.0
BLVD HEIGHTS,Shop,915901.0
BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,1bed room+Hall,85439.57566765578
BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,2 bed rooms+hall,117266.18454935623
BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,3 bed rooms+hall,151111.77586206896
BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,Office,58333.166666666664
BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,Shop,157535.27272727274
BOTANICA,1bed room+Hall,84390.47305808257
BOTANICA,2 bed rooms+hall,113350.86597938144
BOTANICA,5 bed rooms+hall,275091.22857142857
BOTANICA,Shop,131471.69444444444
BOTANICA,Studio,48999.84156976744
BRIGHT CORNER,1bed room+Hall,56184.21052631579
BRIGHT CORNER,2 bed rooms+hall,78514.97872340426
BRIGHT CORNER,Shop,38500.2
BURJ AL NOOR,1bed room+Hall,66833.70967741935
BURJ AL NOOR,2 bed rooms+hall,89204.0
BURJ AL NOOR,3 bed rooms+hall,139021.9
BURJ AL NOOR,4 bed rooms+hall,186666.66666666666
BURJ AL NOOR,Shop,124958.0
BURJ AL NUJOOM,1bed room+Hall,70847.31236442516
BURJ AL NUJOOM,2 bed rooms+hall,103698.79966329967
BURJ AL NUJOOM,3 bed rooms+hall,183974.91304347827
BURJ AL NUJOOM,Pharmacy,454419.4285714286
BURJ AL NUJOOM,Shop,185910.44444444444
BURJ AL NUJOOM,Studio,51477.60864618885
BURJ KHALIFA TOWERS,1bed room+Hall,149127.18078668683
BURJ KHALIFA TOWERS,2 bed rooms+hall,226032.18362023996
BURJ KHALIFA TOWERS,3 bed rooms+hall,314227.037037037
BURJ KHALIFA TOWERS,4 bed rooms+hall,614847.2808988764
BURJ KHALIFA TOWERS,Office,1286883.7647058824
BURJ KHALIFA TOWERS,Shop,19437.0
BURJ KHALIFA TOWERS,Studio,94271.32
BURJ VIEW RESIDENCE,1bed room+Hall,47544.107142857145
BURJ VIEW RESIDENCE,2 bed rooms+hall,66003.99541284403
BURJ VIEW RESIDENCE,Studio,32387.125
BURJ VIEWS,1bed room+Hall,87740.03261802575
BURJ VIEWS,2 bed rooms+hall,121172.18237704918
BURJ VIEWS,3 bed rooms+hall,307476.15789473685
BURJ VIEWS,Shop,417400.125
BURJ VIEWS,Studio,65774.66448445171
BURJ VISTA,1bed room+Hall,99665.59122085047
BURJ VISTA,2 bed rooms+hall,142834.63524976437
BURJ VISTA,3 bed rooms+hall,203690.56884561892
BURJ VISTA,4 bed rooms+hall,200000.0
BURJ VISTA,Office,83528.0
BURJ VISTA,Penthouse,305800.0
BURJ VISTA,Shop,413969.10714285716
BURLINGTON TOWER,Office,158654.73163920693
BURLINGTON TOWER,Shop,592765.9882352941
BUSINESS AVENUE AA1,Office,175761.79063360882
BUSINESS AVENUE AA1,Shop,648931.75
BUSINESS AVENUE BB1,Office,290552.4311726147
BUSINESS AVENUE BB1,Shop,2144092.1
BUSINESS AVENUE BB2,Office,178229.7501618123
BUSINESS AVENUE BB2,Shop,372249.85714285716
BUSINESS TOWER,Office,103716.89038461538
BUSINESS TOWER,Shop,86305.17391304347
BV Mansions,4 bed rooms+hall,1450000.0
BV Mansions,5 bed rooms+hall,760250.0
BV RESIDENCES,1bed room+Hall,427497.52459016396
BV RESIDENCES,2 bed rooms+hall,656851.6666666666
BV RESIDENCES,3 bed rooms+hall,808591.1515151515
BV RESIDENCES,4 bed rooms+hall,1340000.0
Bayz Tower,1bed room+Hall,80887.9068627451
Bayz Tower,2 bed rooms+hall,103570.74418604652
Bayz Tower,3 bed rooms+hall,130028.13333333333
Bayz Tower,Shop,178982.2
Bayz Tower,Studio,62209.22505307855
Belgravia 2,1bed room+Hall,68500.24324324324
Belgravia 2,2 bed rooms+hall,105661.90291262136
Belgravia 2,3 bed rooms+hall,156000.0
Belgravia 2,Studio,42763.58762886598
Belvedere,1bed room+Hall,42555.93607305936
Belvedere,2 bed rooms+hall,50000.0
Belvedere,Shop,170000.0
Beverly Residence,1bed room+Hall,66677.17721518988
Beverly Residence,2 bed rooms+hall,120000.0
Beverly Residence,3 bed rooms+hall,124000.0
Beverly Residence,Studio,46989.23300970874
Binghatti Avenue,1bed room+Hall,56663.88224956063
Binghatti Avenue,2 bed rooms+hall,80342.85606060606
Binghatti Avenue,3 bed rooms+hall,109703.10784313726
Binghatti Canal,1bed room+Hall,105804.48529411765
Binghatti Canal,2 bed rooms+hall,155238.2258064516
Binghatti Canal,Shop,311666.6666666667
Binghatti Canal,Studio,78758.18604651163
Binghatti Creek,1bed room+Hall,70725.21844660194
Binghatti Creek,2 bed rooms+hall,100588.23529411765
Binghatti Creek,3 bed rooms+hall,135908.8208955224
Binghatti Creek,Shop,564048.0
Binghatti Crescent,1bed room+Hall,81372.06521739131
Binghatti Crescent,2 bed rooms+hall,109903.84615384616
Binghatti Crescent,3 bed rooms+hall,158000.0
Binghatti Crescent,Shop,482868.875
Binghatti Crest,1bed room+Hall,72225.21739130435
Binghatti Crest,2 bed rooms+hall,98760.86956521739
Binghatti Crest,3 bed rooms+hall,130813.05882352941
Binghatti Crest,Shop,586480.0
Binghatti Gate,1bed room+Hall,47723.75
Binghatti Gate,2 bed rooms+hall,72267.4923076923
Binghatti Gateway,1bed room+Hall,52890.274678111586
Binghatti Gateway,2 bed rooms+hall,75370.75510204081
Binghatti Gateway,Shop,228000.0
Binghatti Gems,1bed room+Hall,50847.11538461538
Binghatti Gems,2 bed rooms+hall,74894.18644067796
Binghatti Heights,1bed room+Hall,73201.34328358209
Binghatti Heights,2 bed rooms+hall,113347.5
Binghatti Heights,3 bed rooms+hall,129482.11111111111
Binghatti Heights,Shop,300000.0
Binghatti Jasmine,1bed room+Hall,69270.06666666667
Binghatti Jasmine,2 bed rooms+hall,97743.8
Binghatti Jasmine,Shop,180833.33333333334
Binghatti Jasmine,Studio,66053.96721311475
Binghatti Luna,1bed room+Hall,69781.2358490566
Binghatti Luna,2 bed rooms+hall,99551.36842105263
Binghatti Luna,3 bed rooms+hall,125000.0
Binghatti Luna,Shop,788292.0
Binghatti Luna,Warehouse,788292.0
Binghatti Mirage,1bed room+Hall,50295.88079470199
Binghatti Mirage,2 bed rooms+hall,70581.06593406593
Binghatti Nova,1bed room+Hall,69556.7816091954
Binghatti Nova,2 bed rooms+hall,90857.14285714286
Binghatti Nova,Shop,382496.6666666667
Binghatti Point,1bed room+Hall,41950.444444444445
Binghatti Point,2 bed rooms+hall,56872.9
Binghatti Point,Office,40000.0
Binghatti Point,Shop,123298.27272727272
Binghatti Rose,1bed room+Hall,54370.14184397163
Binghatti Rose,2 bed rooms+hall,75111.41891891892
Binghatti Rose,3 bed rooms+hall,111357.14285714286
Binghatti Rose,4 bed rooms+hall,75000.0
Binghatti Rose,Shop,270000.0
Bloom Towers,1bed room+Hall,56205.92821782178
Bloom Towers,2 bed rooms+hall,86902.11805555556
Bloom Towers,3 bed rooms+hall,116102.6
Bloom Towers,Studio,36046.72361809045
Bluewaters Residences,1bed room+Hall,165989.7411764706
Bluewaters Residences,2 bed rooms+hall,317841.0490909091
Bluewaters Residences,3 bed rooms+hall,392547.55625
Bluewaters Residences,4 bed rooms+hall,620564.6818181818
Bluewaters Residences,5 bed rooms+hall,1375000.0
Bluewaters Residences,Shop,725613.9857142858
Boulevard Point,1bed room+Hall,96976.80281690141
Boulevard Point,2 bed rooms+hall,151653.4732142857
Boulevard Point,3 bed rooms+hall,237401.6607142857
Boulevard Point,4 bed rooms+hall,481875.2
Boulevard Point,5 bed rooms+hall,910000.0
Burj Crown,1bed room+Hall,112151.49350649351
Burj Crown,2 bed rooms+hall,160327.2983870968
Burj Crown,3 bed rooms+hall,246500.0
Burj Crown,Shop,289235.3333333333
Burj Royale,1bed room+Hall,115204.56164383562
Burj Royale,2 bed rooms+hall,190187.53757225434
Burj Royale,3 bed rooms+hall,262096.7741935484
Burj Sabah,1bed room+Hall,3550256.8680851064
Burj Sabah,2 bed rooms+hall,4138406.6739130435
Burj Sabah,Shop,89666.66666666667
Burj Sabah,Studio,4575690.335714285
CAMBRIDGE BUSINESS CENTRE,Office,36000.0
CAMBRIDGE BUSINESS CENTRE,Shop,107000.0
CANAL RESIDENCE WEST (PHASE 1),1bed room+Hall,55427.11951083936
CANAL RESIDENCE WEST (PHASE 1),2 bed rooms+hall,83530.55136268344
CANAL RESIDENCE WEST (PHASE 1),3 bed rooms+hall,114279.57272727272
CANAL RESIDENCE WEST (PHASE 1),Office,151035.7142857143
CANAL RESIDENCE WEST (PHASE 1),Shop,178056.3552631579
CANAL RESIDENCE WEST (PHASE 1),Studio,39506.79347826087
CANDACE ACACIA HOTEL APARTMENTS,1bed room+Hall,53172.14444444444
CANDACE ACACIA HOTEL APARTMENTS,Hotel,36538.46153846154
CANDACE ACACIA HOTEL APARTMENTS,Studio,34186.74551971326
CANDACE ASTER HOTEL APARTMENTS,1bed room+Hall,52640.62280701754
CANDACE ASTER HOTEL APARTMENTS,2 bed rooms+hall,70326.78571428571
CANDACE ASTER HOTEL APARTMENTS,Hotel,48000.0
CANDACE ASTER HOTEL APARTMENTS,Shop,121306.7
CANDACE ASTER HOTEL APARTMENTS,Studio,33438.20133111481
CAPITAL BAY  A,1bed room+Hall,69412.98639455783
CAPITAL BAY  A,2 bed rooms+hall,95553.74537037036
CAPITAL BAY  A,Shop,73734.24242424243
CAPITAL BAY  A,Studio,51356.84710017575
CAPITAL BAY B,1bed room+Hall,73428.3870967742
CAPITAL BAY B,2 bed rooms+hall,97023.84337349398
CAPITAL BAY B,Office,52200.0
CAPITAL BAY B,Shop,141750.51162790696
CAPITAL BAY B,Store,66000.0
CAPITAL BAY B,Studio,51522.33272394881
CAPPADOCIA,1bed room+Hall,52085.7880794702
CAPPADOCIA,2 bed rooms+hall,86368.60714285714
CAPPADOCIA,3 bed rooms+hall,100062.5
CAPPADOCIA,Studio,39740.52777777778
CASA FLORES AND EDEN APARTMENTS,1bed room+Hall,58820.39548022599
CASA FLORES AND EDEN APARTMENTS,2 bed rooms+hall,82508.7768115942
CASA FLORES AND EDEN APARTMENTS,3 bed rooms+hall,134934.3448275862
CASA FLORES AND EDEN APARTMENTS,4 bed rooms+hall,178852.82178217822
CASA FLORES AND EDEN APARTMENTS,Studio,40198.67857142857
CAYAN TOWER,1bed room+Hall,104653.26627218934
CAYAN TOWER,2 bed rooms+hall,143056.9016115352
CAYAN TOWER,3 bed rooms+hall,204444.62732919256
CAYAN TOWER,4 bed rooms+hall,271644.76829268294
CAYAN TOWER,5 bed rooms+hall,1500000.0
CAYAN TOWER,Clinic,354427.0
CAYAN TOWER,Office,100000.0
CAYAN TOWER,Penthouse,100000.0
CAYAN TOWER,Shop,2195324.3529411764
CAYAN TOWER,Studio,74663.671875
CELESTIA,1bed room+Hall,44980.464566929135
CELESTIA,2 bed rooms+hall,57566.97
CELESTIA,Hotel,40000.0
CELESTIA,Shop,55573.8
CELESTIA,Studio,29612.567332754126
CELIA RESIDENCE,1bed room+Hall,70272.72727272728
CELIA RESIDENCE,2 bed rooms+hall,111666.66666666667
CELIA RESIDENCE,Studio,47000.0
CENTRIUM TOWER,1bed room+Hall,42866.72151898734
CENTRIUM TOWER,2 bed rooms+hall,57225.26666666667
CENTRIUM TOWER,3 bed rooms+hall,79090.71820448877
CENTRIUM TOWER,Shop,345555.55555555556
CENTURION RESIDENCE,1bed room+Hall,42848.941704035875
CENTURION RESIDENCE,2 bed rooms+hall,63599.47771587744
CENTURION RESIDENCE,3 bed rooms+hall,83439.61224489796
CHAIMAA PREMIERE,1bed room+Hall,50853.07272727273
CHAIMAA PREMIERE,2 bed rooms+hall,89166.41666666667
CHAIMAA PREMIERE,Shop,50555.555555555555
CHAIMAA PREMIERE,Studio,34866.87333333334
CHAMPIONS TOWER1,1bed room+Hall,38891.443349753696
CHAMPIONS TOWER1,2 bed rooms+hall,51594.949044585985
CHAMPIONS TOWER1,3 bed rooms+hall,63285.71428571428
CHAMPIONS TOWER1,Office,20000.0
CHAMPIONS TOWER1,Studio,27729.352564102563
CHORISIA 1 VILLAS,5 bed rooms+hall,882833.2333333333
CHORISIA 2 VILLAS,5 bed rooms+hall,807647.4545454546
CHURCHILL TOWER,1bed room+Hall,71066.90371991247
CHURCHILL TOWER,2 bed rooms+hall,102013.2259786477
CHURCHILL TOWER,3 bed rooms+hall,142069.11111111112
CHURCHILL TOWER,4 bed rooms+hall,165446.1052631579
CHURCHILL TOWER,Office,81017.99429183018
CHURCHILL TOWER,Shop,158459.4
CITADEL TOWER,Office,124707.12461632903
CITADEL TOWER,Shop,222422.87619047618
CITY APARTMENTS,1bed room+Hall,77781.04054054055
CITY APARTMENTS,2 bed rooms+hall,73000.0
CITY APARTMENTS,Shop,101825.31818181818
CLAREN 1,1bed room+Hall,87990.4599609375
CLAREN 1,2 bed rooms+hall,133682.10294117648
CLAREN 1,3 bed rooms+hall,173402.07246376813
CLAREN 1,Shop,541341.3333333334
CLAREN 1,Studio,62768.811846689896
CLASSIC APARTMENTS,1bed room+Hall,40858.222641509434
